AT,V,AP,AT_V,AT_RH,PE_Label
28.67,69.14,1008.24,1982.2438000000002,2083.7356000000004,2
29.22,75.23,1010.49,2198.2206,1423.8906,2
25.67,74.78,1010.24,1919.6026000000002,1767.8929000000003,2
22.67,62.52,1016.47,1417.3284,1487.8321,2
16.44,44.0,1024.48,723.36,1257.8244000000002,3
23.26,59.14,1016.98,1375.5964000000001,1774.5054000000002,2
21.14,58.05,1012.98,1227.177,1844.8878,2
31.68,73.68,1014.85,2334.1824,2027.52,2
8.8,41.26,1008.08,363.088,849.3760000000001,4
18.13,49.39,1021.29,895.4407,1496.0875999999998,3
22.68,59.54,1004.32,1350.3672,2164.5792,2
14.56,40.69,1015.48,592.4464,1073.5088,3
29.28,75.08,1005.21,2198.3424,1727.52,2
14.0,43.34,1016.37,606.76,1197.14,3
23.76,74.22,1009.2,1763.4672,2209.2048000000004,2
20.98,60.1,1011.07,1260.8980000000001,1666.6512,3
27.61,59.54,1005.84,1643.8994,1967.7647,2
8.86,40.8,1028.18,361.48799999999994,806.26,4
25.64,63.87,1017.14,1637.6268,1262.77,2
13.5,41.44,1015.72,559.4399999999999,922.86,4
33.94,74.67,1015.94,2534.2998,955.7503999999999,1
11.72,39.18,1024.19,459.18960000000004,803.1716,3
28.61,69.75,1009.82,1995.5475,2051.337,2
20.11,57.25,1010.36,1151.2975,1787.5779,3
30.61,67.69,1004.97,2071.9909,1452.7506,1
22.04,58.05,1013.11,1279.4219999999998,1878.2487999999998,2
27.62,67.51,1012.38,1864.6262000000002,1664.105,2
24.09,63.94,1017.59,1540.3146,1229.0718000000002,2
23.22,63.07,1012.91,1464.4854,1801.6398,2
16.2,65.46,1013.97,1060.4519999999998,1455.408,3
9.7,40.11,1026.61,389.06699999999995,732.156,4
22.85,60.29,1017.29,1377.6265,1414.872,2
31.18,69.04,1008.19,2152.6672000000003,1550.2695999999999,2
15.43,39.64,1008.58,611.6452,1357.6857,3
24.57,49.5,1014.22,1216.215,1383.5367,3
9.52,40.96,1023.48,389.93919999999997,823.3847999999999,4
26.38,66.49,1013.89,1754.0061999999998,1135.9228,2
26.32,69.71,1009.39,1834.7671999999998,1764.7559999999999,2
25.92,50.16,1003.95,1300.1471999999999,1848.096,2
12.19,40.05,1014.77,488.20949999999993,1028.7141,4
19.79,44.9,1008.66,888.5709999999999,1438.3372000000002,3
9.76,41.01,1019.66,400.25759999999997,952.4784,3
16.74,41.16,1006.87,689.0183999999999,1242.7776,3
11.34,41.54,1020.25,471.0636,859.9122,4
25.9,47.45,1007.8,1228.955,1449.364,2
16.63,43.77,1012.25,727.8951,1248.7467,3
17.45,50.9,1012.16,888.2049999999999,1462.31,3
23.34,45.61,1012.73,1064.5374,1729.2606,3
24.41,58.59,1012.62,1430.1819,1574.9332,2
12.31,44.78,1011.15,551.2418,952.0554000000001,3
10.35,37.14,1013.37,384.399,716.841,4
33.43,66.44,1010.29,2221.0892,1786.8335000000002,2
5.64,40.62,1015.76,229.09679999999997,484.92719999999997,4
24.8,61.02,1009.86,1513.296,1779.4,2
24.33,46.93,1013.72,1141.8068999999998,1174.4091,2
14.87,38.28,1014.65,569.2236,1193.1688,3
7.66,41.92,1031.96,321.10720000000003,631.7968000000001,4
27.61,69.68,1012.79,1923.8648,2126.2461000000003,2
23.4,72.99,1009.48,1707.9659999999997,2078.388,2
13.98,44.58,1016.48,623.2284,1084.7082,4
18.12,58.95,1017.82,1068.1740000000002,1561.2192,2
17.12,48.6,1007.38,832.032,1355.0480000000002,3
9.56,44.71,1021.13,427.42760000000004,617.576,4
24.85,58.05,1011.5,1442.5425,1742.4820000000002,2
11.63,41.5,1013.6,482.64500000000004,1013.0893000000001,4
17.19,43.14,1014.34,741.5766000000001,1179.5778000000003,3
15.68,43.7,1015.09,685.216,924.4928,4
23.64,69.94,1005.2,1653.3816,1525.4892,2
10.19,44.63,1020.58,454.7797,933.8116,4
27.71,70.32,1008.63,1948.5672,1774.8255,2
9.12,41.54,1018.61,378.84479999999996,722.8512,4
15.78,48.6,1007.24,766.908,1329.1494,3
27.55,68.08,1011.42,1875.604,1672.5605,2
14.5,39.0,1017.04,565.5,1098.375,3
23.88,51.95,1005.37,1240.566,1796.97,2
25.01,66.56,1004.55,1664.6656000000003,2062.3246,2
22.36,58.79,1011.77,1314.5444,1956.7236,2
27.76,44.89,1009.4,1246.1464,1392.164,2
9.95,43.56,1014.85,433.42199999999997,822.069,4
17.48,58.95,1016.49,1030.4460000000001,1579.318,2
17.35,47.83,1006.71,829.8505,1397.8895,3
12.82,43.5,1022.38,557.67,1080.9823999999999,4
28.86,49.3,1003.93,1422.798,1525.251,2
33.41,77.95,1010.3,2604.3095,1995.2451999999998,2
13.63,43.5,1022.12,592.9050000000001,1149.2816,3
24.49,70.79,1005.51,1733.6471000000001,2171.0385,2
25.58,63.47,1011.44,1623.5626,1708.9998,2
24.25,74.93,1013.07,1817.0525000000002,1680.7675000000002,2
9.59,38.56,1017.52,369.79040000000003,593.5251,4
23.27,64.15,1020.98,1492.7705,1656.3586,3
23.09,70.47,1010.76,1627.1523,1844.6601,2
28.35,70.32,1009.22,1993.572,1336.1355,1
19.62,68.63,1012.26,1346.5206,1335.141,3
29.13,47.93,1002.5,1396.2009,1430.283,2
21.92,66.54,1012.49,1458.5568000000003,1749.6544,2
12.52,40.24,1020.45,503.8048,1219.5731999999998,4
18.17,52.08,1001.91,946.2936000000001,1818.6353000000001,3
27.5,65.59,1011.23,1803.7250000000001,1797.6750000000002,2
14.48,39.0,1016.75,564.72,1100.0456,3
19.41,46.63,1013.23,905.0883,1674.6948,3
24.43,47.45,1007.68,1159.2035,1592.3474,2
25.45,63.76,1009.96,1622.692,1725.001,2
10.07,39.66,1015.37,399.3762,843.6646000000001,4
18.85,48.06,1012.52,905.9310000000002,1279.538,3
24.65,64.63,1020.52,1593.1294999999998,1317.5425,2
18.99,62.1,1020.0,1179.279,1457.6724,3
8.8,39.42,1025.17,346.896,604.736,4
10.16,41.79,1021.35,424.58639999999997,532.384,4
27.75,77.24,1007.48,2143.41,2174.7675,2
23.43,61.47,1007.84,1440.2421,2040.9873,2
28.62,69.98,1013.3,2002.8276,1961.3286,2
15.82,43.34,1014.52,685.6388000000001,1250.8873999999998,3
22.61,44.05,1005.69,995.9704999999999,1735.0913999999998,2
23.96,60.95,1015.01,1460.362,1563.1504,2
29.81,73.67,1005.6,2196.1027,1815.7270999999998,2
26.98,70.94,1007.99,1913.9612,1838.9568,2
7.64,41.17,1020.01,314.5388,574.0696,4
20.07,42.23,1012.86,847.5560999999999,1487.3877,3
19.05,59.21,1017.99,1127.9505000000001,1705.5465000000002,3
26.27,58.33,1013.81,1532.3291,1587.4961,2
22.45,57.76,1017.55,1296.712,1315.57,3
26.52,73.21,1002.3,1941.5291999999997,2529.4775999999997,2
24.73,69.94,1006.09,1729.6162,1462.7795,2
26.11,70.36,1007.64,1837.0996,1830.8332,2
10.87,38.38,1020.85,417.1906,758.5086,4
7.19,38.91,1016.53,279.7629,637.1059,4
14.91,39.28,1014.57,585.6648,1121.6793,3
19.5,52.72,1025.21,1028.04,979.095,3
22.96,68.61,1011.15,1575.2856000000002,1759.1952,2
29.74,56.9,1007.15,1692.206,1246.4034,2
16.03,41.23,996.35,660.9168999999999,1315.1012000000003,3
17.35,52.72,1026.31,914.692,1006.4735000000001,3
11.26,39.35,1015.47,443.081,1117.8928,4
27.82,59.15,1012.74,1645.5529999999999,1190.1396,2
28.15,71.94,1006.73,2025.1109999999999,1920.1114999999998,1
14.66,42.77,1019.37,627.0082000000001,1169.7214000000001,3
26.56,49.02,1007.65,1301.9712,1879.9168,2
15.49,42.07,1018.01,651.6643,1209.3043,3
29.29,73.18,1012.4,2143.4422,1952.1785000000002,2
21.69,57.17,1011.75,1240.0173000000002,1792.2447,2
33.67,80.18,1010.83,2699.6606,2049.4929,2
20.79,57.32,1012.47,1191.6828,1457.1711,2
23.35,71.85,1009.32,1677.6975,1715.7580000000003,2
27.01,43.77,1011.18,1182.2277000000001,1258.1258,2
27.71,69.13,1001.63,1915.5923,1425.6795000000002,2
23.48,49.16,1002.7,1154.2767999999999,1648.7656,2
17.77,43.72,1009.01,776.9044,1380.729,3
22.24,69.23,1011.83,1539.6752,1765.1888,2
24.6,57.85,1012.92,1423.1100000000001,1711.1760000000002,2
19.06,50.16,1011.36,956.0495999999998,1899.1383999999998,2
14.56,47.45,1009.52,690.8720000000001,1326.9984,3
26.62,71.73,1009.32,1909.4526,2132.2619999999997,2
23.03,59.04,1011.85,1359.6912,1870.9572,2
13.73,41.92,1031.01,575.5616,891.3516000000001,3
13.79,42.07,1018.27,580.1453,1214.3473999999999,3
23.46,73.18,1012.07,1716.8028000000002,2067.7644,2
19.58,52.9,1017.46,1035.782,1265.6511999999998,3
12.76,43.7,1015.13,557.6120000000001,833.7384000000001,4
6.93,43.13,1018.61,298.8909,611.9883,4
10.63,39.61,1020.0,421.0543,769.8246,4
17.46,39.99,1008.52,698.2254,1217.4858000000002,3
6.15,40.77,1022.42,250.73550000000003,544.7055,4
6.9,44.71,1019.7,308.499,491.349,4
25.77,59.39,1014.76,1530.4803,1803.6422999999998,2
27.86,63.07,1011.11,1757.1302,1582.7266,2
7.91,41.79,1021.86,330.5589,434.41720000000004,4
22.35,63.47,1013.21,1418.5545,1844.3220000000001,2
17.65,62.1,1019.63,1096.0649999999998,1487.8949999999998,3
16.96,52.9,1019.61,897.184,1388.3456,3
18.71,53.16,1013.26,994.6236,1546.1944,3
24.22,61.86,1013.39,1498.2492,1940.2641999999998,2
23.61,59.39,1015.11,1402.1979,1861.4124,2
14.01,45.08,1023.28,631.5708,1155.6849,3
31.33,76.86,997.85,2408.0238,2018.5919000000001,2
12.86,44.77,1018.75,575.7422,961.0278,3
16.4,38.01,1022.2,623.3639999999999,1198.0199999999998,3
22.49,58.82,1009.73,1322.8618,1915.9230999999997,2
23.75,61.5,1008.16,1460.625,1642.075,2
28.92,66.51,1015.5,1923.4692000000002,998.0292,2
12.11,41.17,1019.46,498.5687,757.9649000000001,4
13.64,43.71,1024.41,596.2044000000001,1152.0344,3
28.52,57.82,1004.81,1649.0264,1649.0264,2
24.79,59.21,1017.9,1467.8159,1334.4457,2
24.27,60.37,1005.13,1465.1798999999999,1872.6732,2
31.59,62.7,1009.3,1980.693,1584.5544,2
23.25,51.86,1013.54,1205.745,1821.405,3
22.1,58.33,1013.71,1289.093,1526.8890000000001,2
24.97,54.2,1012.68,1353.374,1854.0224999999998,2
11.96,43.41,1017.42,519.1836,950.1024,3
35.03,68.27,1006.55,2391.4981,1535.0146,1
17.97,65.94,1012.92,1184.9417999999998,1585.3133999999998,2
24.24,70.32,1009.38,1704.5567999999996,2007.7992,2
5.04,40.64,1021.35,204.8256,471.8952,4
17.18,40.55,1000.47,696.6489999999999,1237.4754,3
11.24,25.36,1009.26,285.0464,1095.5628,3
32.69,72.86,1003.57,2381.7934,1858.0996,2
27.6,73.42,1011.91,2026.392,2309.016,2
7.5,38.06,1021.96,285.45000000000005,625.875,4
22.15,43.77,1010.81,969.5055,1330.772,2
18.18,44.63,1020.41,811.3734000000001,884.2752,3
17.19,37.2,1011.84,639.4680000000001,1161.8721,3
10.42,43.79,1016.22,456.29179999999997,945.615,4
12.74,49.83,1007.44,634.8342,1165.3278,3
27.43,56.85,1011.86,1559.3955,1008.3267999999999,2
23.68,68.12,1011.18,1613.0816,1715.616,2
13.83,42.86,1030.77,592.7538,1038.4947,4
16.58,41.93,1022.36,695.1994,750.0791999999999,3
13.41,45.0,1021.65,603.45,606.6684,4
16.61,50.9,1013.18,845.449,1416.1686,3
3.99,39.9,1009.74,159.201,386.2719,5
23.39,63.21,1011.91,1478.4819,1978.0922999999998,2
14.42,41.16,1004.32,593.5272,1275.0164,3
7.11,43.13,1018.96,306.65430000000003,624.4001999999999,4
13.7,45.64,1019.18,625.268,1269.4419999999998,3
24.43,65.18,1012.57,1592.3474,1901.3869,2
27.39,69.14,1008.82,1893.7446,2146.0065,2
26.94,62.91,1011.68,1694.7954,1112.622,2
19.09,42.44,1012.93,810.1795999999999,1213.9331,3
15.46,44.6,1017.7,689.5160000000001,1054.372,3
31.94,74.99,1002.05,2395.1806,1089.7928,2
10.58,41.49,1020.43,438.9642,972.302,4
19.95,58.46,1017.45,1166.277,1784.7269999999999,2
5.82,40.62,1016.79,236.4084,494.93280000000004,4
12.72,44.9,1007.6,571.128,913.296,3
14.87,54.3,1017.17,807.4409999999999,1064.2459,3
29.17,67.45,1014.1,1967.5165000000002,1366.6145000000001,2
14.13,43.7,1015.94,617.4810000000001,1142.9757,3
22.67,60.77,1017.56,1377.6559000000002,1800.6781000000003,2
28.01,64.69,1007.61,1811.9669000000001,1637.1845,2
30.93,70.83,1010.61,2190.7718999999997,1426.8009,2
23.01,66.54,1009.86,1531.0854000000002,1484.8353000000002,2
32.53,77.95,1014.76,2535.7135000000003,1889.9930000000002,2
26.57,44.57,1007.76,1184.2249,1338.8623,2
11.64,40.1,1015.5,466.76400000000007,1013.2620000000001,4
16.31,42.28,1007.45,689.5867999999999,1268.4287,3
20.03,45.01,1012.73,901.5503,1139.5067000000001,3
20.79,65.59,1014.9,1363.6161,1600.83,3
17.3,42.24,1017.07,730.7520000000001,1116.196,3
25.86,61.08,1013.51,1579.5287999999998,1745.55,2
9.8,41.82,1032.98,409.836,661.99,4
25.42,75.6,1017.39,1921.752,1973.3546000000001,2
28.75,77.24,1008.92,2220.6499999999996,2218.6375000000003,2
18.58,46.97,1014.25,872.7025999999998,1376.5922,3
22.56,70.79,1005.85,1597.0224,2100.1104,2
23.05,48.98,1015.64,1128.989,1137.0565,2
26.78,52.3,1008.52,1400.594,1639.7394,2
10.13,39.18,1024.09,396.89340000000004,865.9124000000002,4
31.97,69.04,1008.5,2207.2088000000003,1524.6492999999998,2
8.95,36.18,1014.08,323.811,688.6129999999999,4
7.57,39.61,1018.66,299.84770000000003,648.9761000000001,4
25.97,43.21,1011.9,1122.1637,2304.3181,2
24.56,60.27,1017.63,1480.2312,1829.7199999999998,2
30.71,64.05,1011.75,1966.9755,1928.8951000000002,2
13.8,39.39,1013.85,543.582,1130.91,4
20.21,58.12,1015.36,1174.6052,1600.2278000000001,3
16.77,45.01,1013.47,754.8177,1365.4134,3
29.18,71.43,1011.65,2084.3274,1735.9182,2
17.86,52.9,1015.71,944.794,1214.3013999999998,3
4.24,39.9,1009.28,169.17600000000002,410.1776,5
24.11,59.27,1011.02,1428.9997,1884.9198000000001,2
15.5,40.12,1012.79,621.86,1499.625,3
9.62,41.01,1019.43,394.51619999999997,942.6637999999999,3
5.05,35.57,1027.03,179.6285,404.10099999999994,5
26.81,71.29,1009.65,1911.2849,2163.2989,2
15.68,39.16,1006.09,614.0287999999999,1185.7216,3
21.85,63.86,1020.16,1395.3410000000001,1504.1540000000002,2
30.98,67.45,1015.18,2089.601,1406.492,2
30.14,67.69,1006.54,2040.1766,1719.4869999999999,1
29.89,71.29,1009.0,2130.8581000000004,1665.4708,2
29.42,56.9,1006.51,1673.998,1576.912,2
26.6,61.02,1010.26,1623.132,1759.856,2
19.64,48.06,1014.81,943.8984,1472.2143999999998,3
13.16,54.3,1017.33,714.588,1084.7788,3
33.17,70.4,1004.45,2335.168,1923.8600000000001,2
16.14,44.71,1014.83,721.6194,636.0774,3
25.34,71.06,1007.74,1800.6604,2344.4568,2
21.12,63.56,1014.16,1342.3872000000001,1719.5904,2
13.41,39.35,1015.1,527.6835,1063.6812,4
13.38,40.12,1013.92,536.8056,1297.3248,3
17.27,43.52,1021.37,751.5904,1325.1271,3
16.69,46.18,1010.8,770.7442000000001,1615.592,3
7.8,39.04,1018.46,304.512,518.6999999999999,4
27.14,75.23,1011.47,2041.7422000000001,1713.6196,2
21.08,44.05,1008.13,928.5739999999998,1528.7215999999999,2
32.23,69.13,1000.61,2228.0598999999997,1775.8729999999998,1
13.48,40.73,1017.59,549.0404,1278.0388,3
10.45,40.0,1019.01,418.0,930.1545,3
25.43,70.17,1000.46,1784.4231,2233.7712,2
7.09,39.37,1020.07,279.13329999999996,519.4134,4
31.24,74.22,1007.74,2318.6328,1523.5748,2
21.92,61.87,1009.68,1356.1904,1289.5536,2
10.74,52.75,1021.75,566.535,809.9034,3
13.67,41.48,1017.51,567.0315999999999,868.5918,3
9.79,39.69,1002.36,388.5650999999999,918.8893999999999,4
14.04,39.64,1011.09,556.5455999999999,1224.5688,4
24.43,61.25,1011.66,1496.3375,2082.4132,2
14.88,42.28,1007.26,629.1264000000001,1060.944,3
10.68,38.38,1020.79,409.89840000000004,772.4843999999999,4
14.22,42.32,1015.54,601.7904,1098.2106,3
14.47,44.66,1016.33,646.2302,1353.2344,3
7.19,40.81,1015.22,293.42390000000006,615.8235000000001,4
11.73,37.92,1008.24,444.80160000000006,763.9748999999999,4
10.94,43.67,1012.36,477.7498,801.9019999999999,4
14.44,39.0,1017.06,563.16,1097.7287999999999,3
24.53,74.78,1009.9,1834.3534000000002,1921.6802000000002,2
29.72,54.2,1012.86,1610.824,1143.6255999999998,2
17.52,44.05,1008.87,771.756,1500.9384,3
12.99,44.0,1025.22,571.5600000000001,1172.6073,4
10.04,39.66,1015.84,398.18639999999994,826.3924,4
30.5,66.75,1017.55,2035.875,1165.1000000000001,2
33.11,69.75,1008.88,2309.4225,1393.2687999999998,2
13.41,40.89,1010.85,548.3349000000001,1201.6701,4
26.98,74.78,1009.77,2017.5644,1876.1892000000003,2
15.19,42.03,1017.38,638.4357,1088.5154,3
28.24,64.69,1007.35,1826.8455999999999,1726.5936,2
29.04,60.07,1014.88,1744.4328,1371.5592,2
13.74,45.08,1024.97,619.3992,1165.0146000000002,3
12.58,39.72,1017.85,499.6776,726.3692,4
17.3,47.45,1010.29,820.8850000000001,1507.349,2
28.0,69.05,1000.82,1933.3999999999999,1826.7199999999998,1
15.15,53.82,1016.34,815.373,948.2385,3
25.47,65.34,1015.3,1664.2098,1281.3957,2
20.78,68.28,1008.75,1418.8584,1264.8786,3
26.12,49.02,1008.63,1280.4024000000002,1881.6848000000002,2
13.78,40.73,1017.55,561.2593999999999,1299.1784,3
26.28,68.14,1005.61,1790.7192,1397.3076,2
27.76,75.33,1003.69,2091.1608,2210.2512,2
18.26,49.64,1024.92,906.4264000000001,1147.0932,3
6.4,39.18,1024.6,250.752,555.712,4
26.31,44.57,1007.51,1172.6367,1383.906,3
32.89,73.68,1014.45,2423.3352000000004,1721.4626,1
6.74,36.08,1020.36,243.1792,586.2452000000001,4
22.69,65.18,1012.47,1478.9342000000001,1835.6210000000003,2
33.11,77.54,1010.36,2567.3494,1688.2789,2
22.28,58.86,1014.08,1311.4008000000001,1480.9516,2
28.84,75.6,1018.41,2180.3039999999996,1556.2064,2
31.75,74.99,1003.25,2380.9325,1693.2275,2
9.6,41.82,1032.93,401.472,697.2479999999999,4
21.54,69.48,1011.04,1496.5992,1733.5392,2
13.33,38.47,1015.42,512.8051,776.7391,3
12.73,37.73,1021.89,480.30289999999997,786.2048,4
28.73,68.24,1008.31,1960.5351999999998,1633.3005,2
9.0,43.13,1020.25,388.17,731.8799999999999,4
31.1,68.51,1012.99,2130.661,1688.73,1
28.81,56.86,1005.82,1638.1365999999998,1638.1365999999998,2
14.95,42.74,1027.66,638.963,997.3144999999998,3
23.04,48.06,1014.16,1107.3024,1266.9696,3
24.04,68.94,1007.62,1657.3175999999999,1661.4044,2
27.69,65.34,1014.31,1809.2646000000002,1290.0771000000002,2
28.82,64.79,1016.74,1867.2478,1623.7188,2
25.23,69.34,1009.51,1749.4482,2090.8101,2
8.77,40.77,1011.54,357.5529,785.6166,4
7.61,44.71,1019.41,340.2431,536.3528,4
28.37,75.6,1017.48,2144.772,1565.7403,2
21.82,50.66,1013.74,1105.4012,1605.952,3
14.82,42.74,1028.04,633.4068000000001,1034.5842,3
13.97,52.05,1012.05,727.1385,1192.4792,3
31.74,72.25,1012.21,2293.2149999999997,1321.0187999999998,2
27.27,72.58,1009.25,1979.2566,2435.4837,1
23.95,58.79,1010.45,1408.0204999999999,1780.443,2
29.08,66.54,1004.67,1934.9832000000001,1875.6599999999999,2
28.3,64.33,1011.23,1820.539,1949.3039999999999,2
12.66,43.67,1012.49,552.8622,1214.8536,4
30.12,74.16,1013.13,2233.6992,1914.4272,2
29.44,65.51,1014.82,1928.6144000000002,1663.0656000000001,2
25.95,59.92,1010.05,1554.924,1973.4975,2
32.5,71.37,1003.75,2319.525,1423.5,2
23.97,44.57,1007.35,1068.3428999999999,1503.1587,2
21.97,58.12,1015.29,1276.8963999999999,1702.0158999999999,2
32.17,73.21,1001.43,2355.1657,2247.3962,2
12.35,40.73,1019.03,503.0155,1179.7955,3
18.03,53.16,1013.06,958.4748,1479.0009,3
32.07,71.29,1008.43,2286.2703,1441.5465000000002,1
31.39,69.59,1008.28,2184.4301,1973.1754,2
11.92,40.62,1016.66,484.19039999999995,658.58,3
10.65,41.78,1013.66,444.95700000000005,745.926,4
31.24,68.3,1015.89,2133.692,1338.3216,2
9.13,39.04,1022.36,356.4352,681.098,4
23.39,71.25,1005.22,1666.5375000000001,2191.643,2
11.95,42.03,1017.58,502.25849999999997,1086.1354999999999,3
33.3,68.14,1003.02,2269.062,1779.2189999999998,1
24.27,61.47,1007.84,1491.8769,1962.2295,2
18.13,39.72,1002.75,720.1235999999999,1066.9505,3
21.9,55.5,1018.85,1215.4499999999998,1319.913,3
27.52,67.9,1005.65,1868.6080000000002,1637.9904000000001,2
16.76,48.14,1012.92,806.8264,1101.8024,3
12.77,36.71,1013.29,468.7867,1103.328,4
16.44,53.82,1015.4,884.8008000000001,1038.3504,3
29.01,70.32,1007.26,2039.9832,1756.5555,1
18.9,57.5,1016.21,1086.75,1774.71,3
22.33,71.94,1011.06,1606.4201999999998,1850.0404999999998,2
26.58,59.39,1014.49,1578.5862,1750.8246,2
17.36,52.9,1015.42,918.3439999999999,1214.6792,3
28.18,64.84,1009.22,1827.1912,1579.2072,2
24.63,59.57,1010.45,1467.2091,2102.4168,2
13.62,40.2,1014.2,547.524,1158.3809999999999,3
16.62,54.3,1017.99,902.466,1059.6912,3
17.33,41.35,999.51,716.5954999999999,1184.6788,3
20.72,63.94,1017.17,1324.8367999999998,1239.6776,2
6.89,39.37,1020.21,271.2593,511.0313,4
33.61,69.88,1007.4,2348.6668,1428.7611,2
27.38,59.21,1012.74,1621.1698,1465.6514,2
23.21,63.94,1013.56,1484.0474,1862.1383,2
26.13,71.25,999.8,1861.7624999999998,2311.7210999999998,2
15.18,44.2,1019.6,670.956,1099.791,3
5.66,39.42,1024.7,223.11720000000003,444.4232,4
15.75,36.99,1007.67,582.5925000000001,1477.35,3
29.45,75.6,1018.12,2226.4199999999996,1492.526,2
20.12,69.45,1013.23,1397.334,1780.2176000000002,2
22.8,73.17,1011.87,1668.276,2087.796,2
29.93,71.85,1008.43,2150.4705,1994.5352,1
29.25,72.99,1006.85,2134.9575,1788.6375,1
34.14,74.34,1000.19,2537.9676,1487.1384,2
19.47,58.79,1016.8,1144.6413,1698.9522,3
24.03,58.46,1015.71,1404.7938000000001,1685.7045000000003,2
12.71,43.02,1012.25,546.7842,796.6628000000001,4
26.6,61.41,1012.35,1633.506,1447.5720000000001,3
27.09,65.61,1014.22,1777.3749,1303.8417000000002,2
26.44,71.77,1006.68,1897.5988,2153.538,2
28.31,65.71,1014.67,1860.2500999999997,1678.4998999999998,2
10.87,44.71,1021.38,485.99769999999995,632.8513999999999,4
29.54,69.48,1008.91,2052.4392000000003,1656.3078,1
15.98,41.48,1017.0,662.8503999999999,890.5654,3
24.27,70.47,1008.96,1710.3069,1900.5837000000001,2
29.78,70.98,1007.82,2113.7844,2310.6302,2
24.05,64.69,1006.63,1555.7945,1664.2600000000002,2
28.59,80.18,1011.36,2292.3462000000004,2549.6562000000004,2
13.97,40.24,1018.32,562.1528000000001,1239.4184,3
11.56,40.43,1025.48,467.37080000000003,864.11,4
20.07,49.21,1012.34,987.6447000000001,1139.9759999999999,3
31.19,68.3,1014.86,2130.277,1219.529,2
18.39,67.71,1003.77,1245.1869,1700.7072,2
9.78,43.8,1022.25,428.3639999999999,681.0792,4
29.26,69.34,1009.76,2028.8884000000003,1715.8064000000002,2
9.53,38.38,1020.49,365.7614,763.1623999999999,4
22.32,48.41,1008.68,1080.5112,1765.7352,2
18.95,42.23,1013.01,800.2584999999999,1504.63,3
11.55,42.34,1020.78,489.02700000000004,1092.1680000000001,3
27.3,65.12,1016.24,1777.776,1224.951,2
22.1,68.63,1015.19,1516.723,1305.005,2
17.12,68.28,1003.56,1168.9536,1614.2448000000002,2
14.85,45.87,1009.37,681.1695,1257.0525,3
10.33,40.69,1014.25,420.3277,872.4717999999999,4
19.45,46.33,1013.39,901.1184999999999,1935.6639999999998,3
12.16,40.81,1025.79,496.24960000000004,862.9952,4
7.65,36.3,1016.5,277.695,501.15150000000006,4
4.31,38.5,1011.75,165.93499999999997,353.7648,5
19.04,43.43,1009.25,826.9072,1308.8095999999998,3
26.02,70.79,1004.21,1841.9558000000002,2058.7024,1
26.09,60.29,1017.72,1572.9660999999999,1326.1547,2
27.14,65.27,1013.26,1771.4278,1497.3138000000001,2
22.67,58.2,1016.91,1319.3940000000002,1377.2025,2
7.28,40.67,1020.16,296.0776,529.2560000000001,5
25.62,73.17,1011.65,1874.6154000000001,2214.849,2
22.33,59.8,1016.84,1335.3339999999998,1498.1197,3
23.93,68.28,1005.16,1633.9404,1672.9462999999998,2
29.07,51.43,1006.22,1495.0701,1790.1306,2
15.79,50.88,1014.58,803.3952,1577.421,3
28.81,64.96,1000.46,1871.4975999999997,1960.5204999999999,1
17.07,44.9,1020.74,766.443,1197.9726,3
32.51,69.98,1011.92,2275.0498,1607.6195,1
22.11,59.8,1016.74,1322.1779999999999,1633.929,3
18.41,62.1,1020.4,1143.261,1437.821,3
28.9,71.25,1000.73,2059.125,2232.236,2
10.47,44.21,1017.87,462.87870000000004,893.5098,4
10.09,37.14,1012.99,374.7426,732.4331,4
27.09,73.5,1011.34,1991.115,2060.4654,2
17.44,44.89,1009.9,782.8816,1404.6176000000003,3
23.76,58.82,1011.75,1397.5632,1837.5984000000003,2
31.11,69.05,1002.37,2148.1455,1292.9316000000001,2
23.86,63.77,1014.6,1521.5522,1965.3482000000001,2
15.09,40.89,1010.15,617.0301,1388.28,3
9.26,39.61,1021.18,366.7886,783.2108,4
15.83,52.75,1024.3,835.0325,923.5222000000001,3
9.96,39.66,1015.23,395.0136,826.4808000000002,4
19.3,65.59,1014.07,1265.8870000000002,1582.2140000000002,3
19.91,51.19,1008.0,1019.1929,1796.4793000000002,2
23.18,51.43,1011.56,1192.1474,1896.8193999999999,2
19.13,45.38,1014.72,868.1194,1567.7035,3
24.6,63.78,1017.25,1568.988,1484.118,2
29.38,74.9,1003.25,2200.562,2120.9422,2
29.15,69.48,1008.68,2025.342,1625.9869999999999,2
31.03,69.59,1007.77,2159.3777,1984.6788000000001,2
21.84,45.09,1013.94,984.7656000000001,1007.0423999999999,3
6.28,43.02,1013.72,270.16560000000004,553.4564,4
22.48,50.32,1008.47,1131.1936,1878.8784,2
31.51,71.97,1007.84,2267.7747,2242.8818,2
15.67,41.1,1004.1,644.037,1221.1631000000002,3
13.24,39.16,1016.52,518.4784,1147.3784,4
17.1,43.52,1020.3,744.1920000000001,1205.7210000000002,3
32.32,67.9,1006.08,2194.5280000000002,1225.8976,1
23.51,63.78,1016.1,1499.4678000000001,1640.7629000000002,2
13.58,40.75,1016.05,553.385,1038.191,4
12.43,40.27,1007.08,500.5561,765.1908,4
16.37,39.64,1009.19,648.9068000000001,1259.1804000000002,3
7.64,43.79,1016.17,334.55559999999997,645.198,4
21.03,59.8,1015.86,1257.594,1611.5289,3
